trait_name,trait_value,Species Count
plant_height,5 (V); 6 (V),1
plant_height,5 (2); 7 (2),1
plant_height,5 (2),1
plant_height,45 (V); 70 (V),1
fire_time_from_fire_to_fruiting,36 (2),1
fire_time_from_fire_to_fruiting,36 (1); 41.6279069767442 (1),1
fire_time_from_fire_to_fruiting,33.953488372093 (1),1
fire_time_from_fire_to_fruiting,33.7209302325581 (1),1
fire_time_from_fire_to_fruiting,33.4883720930233 (1),1
fire_time_from_fire_to_fruiting,33.2558139534884 (1); 60 (1),1
fire_time_from_fire_to_fruiting,3.95348837209302 (1),1
fire_time_from_fire_to_fruiting,3.02325581395349 (1),1
fire_time_from_fire_to_fruiting,28.3720930232558 (1); 34.8 (1),1
fire_time_from_fire_to_fruiting,27.906976744186 (1),1
fire_time_from_fire_to_fruiting,25.2 (1),1
fire_time_from_fire_to_fruiting,24.1860465116279 (1); 25.2 (1); 36.2790697674419 (1),1
fire_time_from_fire_to_fruiting,24 (V),1
plant_height,7 (2),1
flowering_time,yyyyyynnnyyy (V),1
flowering_time,yyyyyynnnyyy (3),1
flowering_time,yyyyyynnnyyy (1); yyyyyyyyyyyy (1),1
flowering_time,yyyyyynnnnnn (3),1
flowering_time,yyyyyynnnnnn (2),1
flowering_time,yyyyyynnnnnn (1); yyyyyyynnnnn (1),1
flowering_time,yyyyynnyyyyy (1); yyyyyynnnnnn (1),1
flowering_time,yyyyynnnyyyy (V); yyyyyyyyyyyy (V),1
plant_tolerance_calcicole,calcifuge (3),1
plant_tolerance_calcicole,calcicole (1),1
plant_physical_defence_structures,thorn (1),1
plant_physical_defence_structures,sharp_pointed_defence (1); thorn,1
fire_time_from_fire_to_fruiting,21.6279069767442 (1),1
fire_time_from_fire_to_fruiting,21.3953488372093 (1),1
fire_time_from_fire_to_fruiting,21.1627906976744 (1),1
fire_time_from_fire_to_fruiting,20.6976744186047 (1); 60 (1),1
fire_time_from_fire_to_fruiting,20.4651162790698 (1),1
fire_time_from_fire_to_fruiting,20.2325581395349 (1); 36 (1),1
fire_time_from_fire_to_fruiting,20 (1),1
plant_physical_defence_structures,absent (10),1
plant_physical_defence_structures,absent (1); spine,1
plant_physical_defence_structures,absent (1); sharp_pointed_defence (1),1
plant_physical_defence_structures,absent,1
plant_height,8 (1),1
plant_tolerance_inundation,aquatic (2),1
plant_tolerance_inundation,1-6_months (1); greater_than_6_months (1); less_than_1_month (1); not_applicable (1),1
fire_time_from_fire_to_fruiting,11.3953488372093 (1); 12 (1); 3.6 (1),1
fire_time_from_fire_to_fruiting,10.6976744186047 (1); 11.8604651162791 (1),1
fire_time_from_fire_to_flowering,96 (1),1
fire_time_from_fire_to_flowering,9.30232558139535 (1),1
fire_time_from_fire_to_flowering,9 (1),1
fire_time_from_fire_to_fruiting,17.6744186046512 (1),1
fire_time_from_fire_to_fruiting,17.4418604651163 (1); 36 (1),1
fire_time_from_fire_to_fruiting,17.4418604651163 (1),1
fire_time_from_fire_to_fruiting,15.5813953488372 (1),1
fire_time_from_fire_to_fruiting,12 (1); 36 (1),1
fire_time_from_fire_to_fruiting,12 (1),1
fire_time_from_fire_to_fruiting,11.6279069767442 (1); 3.6 (1); 7.2 (1),1
plant_tolerance_inundation,1-6_months (1),1
plant_tolerance_calcicole,calcifuge (8),1
fire_time_from_fire_to_flowering,60.4651162790698 (1); 62.7906976744186 (1); 72.5581395348837 (1),1
fire_time_from_fire_to_flowering,60.4651162790698 (1),1
fire_time_from_fire_to_flowering,6.97674418604651 (1),1
fire_time_from_fire_to_flowering,6.74418604651163 (1),1
fire_time_from_fire_to_flowering,6.51162790697674 (1); 9.06976744186047 (1),1
fire_time_from_fire_to_flowering,6.51162790697674 (1),1
fire_time_from_fire_to_flowering,6.27906976744186 (1),1
plant_tolerance_inundation,not_applicable (8),1
plant_tolerance_inundation,not_applicable (7),1
plant_tolerance_inundation,not_applicable (6),1
plant_tolerance_inundation,not_applicable (5),1
plant_tolerance_inundation,less_than_1_month (V); not_applicable (V),1
plant_tolerance_inundation,less_than_1_month (6),1
plant_tolerance_inundation,less_than_1_month (4); not_applicable (4),1
plant_tolerance_inundation,less_than_1_month (10),1
plant_tolerance_inundation,aquatic (V),1
fire_time_from_fire_to_flowering,5.34883720930233 (1); 6 (1),1
fire_time_from_fire_to_flowering,48.3720930232558 (1); 60.4651162790698 (1),1
fire_time_from_fire_to_flowering,46.9767441860465 (1),1
fire_time_from_fire_to_flowering,46.7441860465116 (1); 60 (1); 60.4651162790698 (1),1
plant_tolerance_salt,glycophyte (V),1
plant_tolerance_salt,glycophyte (7),1
plant_tolerance_salt,glycophyte (2); salinity_tolerance_undefined (2),1
plant_tolerance_salt,glycophyte (10),1
plant_tolerance_salt,glycophyte (1); halophyte_moderate (1); salinity_tolerance_undefined (1); salt_spray_tolerant (1),1
plant_tolerance_salt,glycophyte (1); halophyte_moderate (1),1
fire_time_from_fire_to_flowering,8.13953488372093 (V),1
fire_time_from_fire_to_flowering,78.6046511627907 (1),1
fire_time_from_fire_to_flowering,7.44186046511628 (1); 8.4 (1),1
fire_time_from_fire_to_flowering,7.2093023255814 (1); 9 (1),1
fire_time_from_fire_to_flowering,7.2093023255814 (1),1
fire_time_from_fire_to_flowering,68.6046511627907 (1); 78.6046511627907 (1),1
flowering_time,nnnnnnnyyynn (4),1
flowering_time,nnnnnnnyyynn (3),1
flowering_time,nnnnnnnyyynn (1); yyyynnnnnnny (1),1
flowering_time,nnnnnnnyyynn (1); nynnnynnnnnn (1); yynnnyyyyyyy (1),1
plant_tolerance_salt,halophyte_moderate (6),1
plant_tolerance_salt,halophyte_moderate (3); salinity_tolerance_undefined (3),1
plant_tolerance_salt,halophyte_moderate (1); salt_spray_tolerant (1),1
plant_tolerance_salt,halophyte (V),1
fire_time_from_fire_to_flowering,6.04651162790698 (V),1
fire_time_from_fire_to_flowering,6.04651162790698 (1); 9 (1),1
fire_time_from_fire_to_flowering,6 (1); 8.83720930232558 (1),1
fire_time_from_fire_to_flowering,56.2790697674419 (1); 60.4651162790698 (1),1
fire_time_from_fire_to_flowering,5.81395348837209 (V),1
fire_time_from_fire_to_flowering,5.58139534883721 (2),1
fire_time_from_fire_to_flowering,5.34883720930233 (2),1
fire_time_from_fire_to_flowering,5.34883720930233 (1); 9 (1),1
plant_tolerance_salt,salinity_tolerance_undefined (8),1
plant_tolerance_salt,salinity_tolerance_undefined (7),1
plant_tolerance_salt,salinity_tolerance_undefined (5),1
plant_tolerance_salt,halophyte_moderate (8),1
flowering_time,yyyyynnnnnyy (1); yyyyyynnnnyy (1),1
flowering_time,yyyyynnnnnyy (1),1
flowering_time,yyyyynnnnnny (3),1
flowering_time,yyyyynnnnnny (1); yyyyyyynnnnn (1),1
flowering_time,yyyyynnnnnny (1); yyyyyynnnnnn (1),1
flowering_time,nnnnnnnyyyyn (1); nnnyyyyyyyyy (1),1
flowering_time,nnnnnnnyyyyn (1); nnnnyyyyyyyn (1); yynnnnnnyyyy (1),1
flowering_time,nnnnnnnyyyyn (1); nnnnnyyyyyyn (1),1
flowering_time,nnnnnnnyyyyn (1); nnnnnnyyyyyn (1); nnyyyyyyyynn (1),1
flowering_time,nnnnnnnyyynn (V); yynnnnnnnnny (V),1
flowering_time,nnnnnnnyyynn (V); nnnnnnnyyyyn (V),1
flowering_time,nnnnnnnyyynn (5),1
plant_tolerance_snow,days (4); weeks (4),1
plant_tolerance_snow,days (2); not_applicable (2); weeks (2),1
plant_tolerance_snow,days (10); months (10); weeks (10),1
plant_tolerance_snow,days (1); intolerant (1); months (1); weeks (1),1
fire_time_from_fire_to_flowering,45.3488372093023 (1),1
fire_time_from_fire_to_flowering,44.1860465116279 (1); 48.3720930232558 (1),1
fire_time_from_fire_to_flowering,44.1860465116279 (1),1
fire_time_from_fire_to_flowering,43.953488372093 (1); 48.3720930232558 (1); 60.4651162790698 (1),1
fire_time_from_fire_to_flowering,43.2558139534884 (1),1
fire_time_from_fire_to_flowering,42 (1),1
fire_time_from_fire_to_flowering,41.1627906976744 (1); 48.3720930232558 (1); 60.4651162790698 (1),1
fire_time_from_fire_to_flowering,4.8 (1),1
fire_time_from_fire_to_flowering,4.65116279069767 (V),1
fire_time_from_fire_to_flowering,36.2790697674419 (1); 37.906976744186 (1); 60.4651162790698 (1),1
plant_tolerance_salt,salt_spray_tolerant (4),1
plant_tolerance_salt,salt_spray_tolerant (3),1
plant_tolerance_snow,intolerant (1),1
plant_tolerance_snow,days (V); not_applicable (V),1
plant_tolerance_snow,days (6); weeks (6),1
plant_tolerance_snow,days (6); months (6); weeks (6),1
fire_time_from_fire_to_flowering,36.2790697674419 (1); 37.4418604651163 (1); 42 (1); 48.3720930232558 (1),1
fire_time_from_fire_to_flowering,35.8139534883721 (1); 60.4651162790698 (1),1
fire_time_from_fire_to_flowering,35.8139534883721 (1),1
fire_time_from_fire_to_flowering,35.5813953488372 (1); 36.2790697674419 (1); 60.4651162790698 (1),1
fire_time_from_fire_to_flowering,35.5813953488372 (1),1
fire_time_from_fire_to_flowering,34.8837209302326 (1); 36.2790697674419 (1); 48.3720930232558 (1),1
fire_time_from_fire_to_flowering,34.8837209302326 (1); 36 (1); 36.2790697674419 (1),1
fire_time_from_fire_to_flowering,34.8837209302326 (1),1
fire_time_from_fire_to_flowering,33.4883720930233 (1),1
fire_time_from_fire_to_flowering,33.0232558139535 (1); 46.046511627907 (1); 48.3720930232558 (1); 60.4651162790698 (1),1
fire_time_from_fire_to_flowering,33.0232558139535 (1); 36.2790697674419 (1); 48.3720930232558 (1),1
fire_time_from_fire_to_flowering,33.0232558139535 (1),1
fire_time_from_fire_to_flowering,32.3255813953488 (1); 36.2790697674419 (1); 42 (1); 48.3720930232558 (1),1
fire_time_from_fire_to_flowering,32.3255813953488 (1),1
fire_time_from_fire_to_flowering,32 (1),1
fire_time_from_fire_to_flowering,31.6279069767442 (1),1
fire_time_from_fire_to_flowering,31.3953488372093 (1); 36.2790697674419 (1); 48.3720930232558 (1),1
fire_time_from_fire_to_flowering,31.3953488372093 (1); 36.2790697674419 (1),1
fire_time_from_fire_to_flowering,31.3953488372093 (1),1
fire_time_from_fire_to_flowering,30 (1); 31.3953488372093 (1),1
plant_tolerance_water_logged_soils,1-6_months (1); less_than_1_month (1); not_applicable (1),1
plant_tolerance_water_logged_soils,1-6_months (1); aquatic (1); greater_than_6_months (1); less_than_1_month (1),1
plant_tolerance_soil_salinity,56 (1),1
plant_tolerance_soil_salinity,40.6 (1),1
plant_tolerance_snow,not_applicable (8),1
plant_tolerance_snow,not_applicable (5),1
plant_tolerance_snow,not_applicable (4),1
plant_tolerance_snow,intolerant; not_applicable (1),1
flowering_time,yyyynnnnnyyy (1),1
flowering_time,yyyynnnnnnyy (V),1
flowering_time,yyyynnnnnnyy (1); yyyyynnnnnny (1); yyyyyynnnnyy (1); yyyyyyyyyyyy (1),1
flowering_time,yyyynnnnnnny (1),1
plant_tolerance_water_logged_soils,less_than_1_month (6),1
plant_tolerance_water_logged_soils,less_than_1_month (4); not_applicable (4),1
plant_tolerance_water_logged_soils,greater_than_6_months (1),1
plant_tolerance_water_logged_soils,aquatic (6),1
plant_tolerance_water_logged_soils,aquatic (2),1
plant_tolerance_water_logged_soils,1-6_months (5); less_than_1_month (5),1
fire_time_from_fire_to_flowering,33 (1),1
fire_time_from_fire_to_flowering,32.7906976744186 (1); 36.2790697674419 (1); 48.3720930232558 (1),1
fire_time_from_fire_to_flowering,32.5581395348837 (1); 36.2790697674419 (1),1
fire_time_from_fire_to_flowering,32.5581395348837 (1); 36 (1),1
fire_time_from_fire_to_flowering,32.4 (1),1
fire_time_from_fire_to_flowering,32.3255813953488 (1); 36.2790697674419 (1); 48.3720930232558 (1),1
fire_time_from_fire_to_flowering,3.48837209302326 (1); 9.06976744186047 (1),1
fire_time_from_fire_to_flowering,3.48837209302326 (1); 6.74418604651163 (1),1
fire_time_from_fire_to_flowering,3.48837209302326 (1); 6.51162790697674 (1),1
fire_time_from_fire_to_flowering,3.48837209302326 (1); 6 (1),1
fire_time_from_fire_to_flowering,3.48837209302326 (1); 3.6 (1); 6.04651162790698 (1),1
fire_time_from_fire_to_flowering,3.48837209302326 (1); 3.6 (1),1
fire_time_from_fire_to_flowering,3.02325581395349 (1); 4.41860465116279 (1),1
fire_time_from_fire_to_flowering,3.02325581395349 (1); 3.6 (1),1
flowering_time,nnnnnnnyyynn (1); nnynnnnyyyyy (1),1
flowering_time,yyyyynnnnnnn (4),1
flowering_time,yyyyynnnnnnn (1); yyyyynnnnnny (1),1
flowering_time,yyyynyyyyyyy (1),1
flowering_time,yyyynnyyyyyy (1),1
flowering_time,yyyynnnyyyyy (3),1
flowering_time,yyyynnnyyyyy (1); yyyyyyyyyyyy (1),1
flowering_time,yyyynnnyyyyy (1); yyyyynnnnnny (1); yyyyynnnynny (1),1
pollination_syndrome,animal; wind,1
pollination_syndrome,animal (1),1
pollination_syndrome,abiotic (1); water,1
pollination_syndrome,abiotic (1); insect (1); vertebrate (1),1
pollination_syndrome,abiotic (1); insect (1); pollination_rare (1); water (1); wind (1),1
plant_type_by_resource_use,weedy,1
plant_type_by_resource_use,phreatophyte (1),1
plant_tolerance_water_logged_soils,not_applicable (V),1
plant_tolerance_water_logged_soils,not_applicable (8),1
plant_tolerance_water_logged_soils,not_applicable (7),1
plant_tolerance_water_logged_soils,not_applicable (6),1
plant_tolerance_water_logged_soils,not_applicable (5),1
plant_tolerance_water_logged_soils,less_than_1_month (V); not_applicable (V),1
fire_time_from_fire_to_flowering,3.72093023255814 (1); 5.34883720930233 (1),1
fire_time_from_fire_to_flowering,3.6 (1); 8.13953488372093 (1),1
fire_time_from_fire_to_flowering,3.48837209302326 (2),1
fire_time_from_fire_to_flowering,28.3720930232558 (1); 30 (1),1
fire_time_from_fire_to_flowering,28.3720930232558 (1),1
fire_time_from_fire_to_flowering,28 (1),1
fire_time_from_fire_to_flowering,27.906976744186 (1),1
fire_time_from_fire_to_flowering,25.1162790697674 (1); 36.2790697674419 (1); 48.3720930232558 (1),1
fire_time_from_fire_to_flowering,24.1860465116279 (V),1
fire_time_from_fire_to_flowering,24.1860465116279 (1); 8.83720930232558 (1),1
fire_time_from_fire_to_flowering,24.1860465116279 (1); 36.2790697674419 (1); 9.06976744186047 (1),1
fire_time_from_fire_to_flowering,24.1860465116279 (1); 36.2790697674419 (1); 48.3720930232558 (1),1
pollination_syndrome,birds,1
pollination_syndrome,bird (1); insect (1); vertebrate (1),1
pollination_syndrome,bird (1); insect (1),1
pollination_syndrome,beetle (1); insect (1),1
pollination_syndrome,bee (2),1
pollination_syndrome,bee (1); wasp (1),1
pollination_syndrome,bee (1); insect (1),1
flowering_time,yyynnnnnnnyy (1); yyyyyyyyyyyy (1),1
flowering_time,yyynnnnnnnyy (1); yyyyynnnnyyy (1),1
flowering_time,yyynnnnnnnyy (1); yyyynnynnnyy (1),1
flowering_time,yyynnnnnnnyy (1); yyynnnnnyyyy (1),1
pollination_syndrome,insect (2); vertebrate (2),1
pollination_syndrome,insect (11),1
pollination_syndrome,insect (1); vertebrate (1); wind (1),1
pollination_syndrome,fly (1); insect (1),1
pollination_syndrome,butterfly; insect (1),1
pollination_syndrome,butterfly (1),1
fire_time_from_fire_to_flowering,29.0697674418605 (1),1
fire_time_from_fire_to_flowering,28.8372093023256 (1); 36.2790697674419 (1); 60.4651162790698 (1),1
fire_time_from_fire_to_flowering,28.8372093023256 (1); 36.2790697674419 (1),1
fire_time_from_fire_to_flowering,28.8372093023256 (1); 36 (1),1
fire_time_from_fire_to_flowering,28.8372093023256 (1),1
fire_time_from_fire_to_flowering,28.3720930232558 (1); 36 (1); 36.2790697674419 (1); 48 (1); 48.3720930232558 (1),1
fire_time_from_fire_to_flowering,24.1860465116279 (1); 27.906976744186 (1); 32.4 (1); 36.2790697674419 (1),1
fire_time_from_fire_to_flowering,24.1860465116279 (1); 25.1162790697674 (1); 36.2790697674419 (1),1
fire_time_from_fire_to_flowering,24 (1); 7.2 (1),1
fire_time_from_fire_to_flowering,24 (1); 39.3023255813954 (1); 48.3720930232558 (1); 60.4651162790698 (1); 84 (1),1
fire_time_from_fire_to_flowering,24 (1); 3.6 (1); 3.95348837209302 (1); 7.44186046511628 (1),1
fire_time_from_fire_to_flowering,24 (1); 26.5116279069767 (1); 48.3720930232558 (1); 60 (1); 60.4651162790698 (1),1
fire_time_from_fire_to_flowering,24 (1); 25.1162790697674 (1); 36 (1); 36.2790697674419 (1); 48.3720930232558 (1),1
flowering_time,yyyynnnnnnnn (1); yyyyyyyyyyyy (1),1
flowering_time,yyynnnnyyyyy (5),1
flowering_time,yyynnnnyyyyy (1); yyyyynnyyyyy (1),1
flowering_time,yyynnnnyyyyy (1),1
flowering_time,yyynnnnnyyyy (V); yyyyyyyyyyyy (V),1
flowering_time,yyynnnnnyyyy (1),1
flowering_time,yyynnnnnnyyy (V); yyyyynnnnnnn (V),1
flowering_time,yyynnnnnnyyy (1); yyyyyynnnyyy (1),1
flowering_time,yyynnnnnnyyn (V),1
pollination_system,biotic_specialised; water,1
pollination_system,beetle (1),1
pollination_system,bee (1); moth (1),1
pollination_system,animal; wind,1
pollination_system,abiotic (1); water,1
pollination_system,Insect,1
pollination_syndrome,wind,1
pollination_syndrome,vertebrate (V); wind (V),1
pollination_syndrome,self; wind (1),1
pollination_syndrome,insect (9),1
pollination_syndrome,insect (8),1
fire_time_from_fire_to_flowering,24.1860465116279 (1); 33.2558139534884 (1); 36.2790697674419 (1),1
fire_time_from_fire_to_flowering,24.1860465116279 (1); 33.0232558139535 (1); 36.2790697674419 (1),1
fire_time_from_fire_to_flowering,24.1860465116279 (1); 32.5581395348837 (1); 36.2790697674419 (1),1
fire_time_from_fire_to_flowering,24.1860465116279 (1); 30 (1); 36.2790697674419 (1),1
fire_time_from_fire_to_flowering,24.1860465116279 (1); 3.95348837209302 (1); 6 (1); 7.2093023255814 (1),1
post_fire_flowering,fire_dependent_flowering (1),1
pollination_system,wind (1),1
pollination_system,wind,1
pollination_system,self,1
pollination_system,moth (1),1
pollination_system,insect (1); wind (1),1
pollination_system,insect,1
pollination_system,butterfly; insect,1
pollination_system,butterfly (1); moth (1),1
pollination_system,butterfly,1
pollination_system,birds,1
pollination_system,bird (1); insect (1),1
pollination_system,bird (1),1
pollination_system,biotic_unspecialised (V),1
pollination_system,biotic_unspecialised (2),1
pollination_system,biotic_unspecialised (1); butterfly; insect,1
post_fire_flowering,fire_suppressed_flowering (1),1
post_fire_flowering,fire_enhanced_flowering (V),1
post_fire_flowering,fire_enhanced_flowering (3),1
fire_time_from_fire_to_flowering,24 (1); 24.1860465116279 (1); 8.37209302325581 (1),1
fire_time_from_fire_to_flowering,24 (1); 24.1860465116279 (1); 36.2790697674419 (1),1
fire_time_from_fire_to_flowering,24 (1); 24.1860465116279 (1); 36 (1); 7.2093023255814 (1),1
fire_time_from_fire_to_flowering,24 (1); 24.1860465116279 (1); 30.4651162790698 (1),1
fire_time_from_fire_to_flowering,24 (1); 24.1860465116279 (1); 3.6 (1); 8.6046511627907 (1),1
fire_time_from_fire_to_flowering,23.4883720930233 (1); 24 (1); 24.1860465116279 (1); 36 (1); 36.2790697674419 (1),1
fire_time_from_fire_to_flowering,23.4883720930233 (1); 24 (1),1
fire_time_from_fire_to_flowering,23.4883720930233 (1),1
fire_time_from_fire_to_flowering,22.8 (1); 24 (1); 24.1860465116279 (1); 8.83720930232558 (1),1
fire_time_from_fire_to_flowering,22.5581395348837 (1); 24.1860465116279 (1); 48.3720930232558 (1),1
fire_time_from_fire_to_flowering,22.5581395348837 (1); 24.1860465116279 (1); 30 (1); 36.2790697674419 (1),1
fire_time_from_fire_to_flowering,22.5581395348837 (1); 24 (1); 24.1860465116279 (1); 36 (1); 36.2790697674419 (1),1
fire_time_from_fire_to_flowering,22.5581395348837 (1); 24 (1),1
fire_time_from_fire_to_flowering,21.1627906976744 (1); 24.1860465116279 (1); 48 (1),1
fire_time_from_fire_to_flowering,21.1627906976744 (1); 24 (1); 36.2790697674419 (1); 48.3720930232558 (1),1
fire_time_from_fire_to_flowering,21.1627906976744 (1); 24 (1); 24.1860465116279 (1),1
fire_time_from_fire_to_flowering,21 (1); 30.4651162790698 (1); 36.2790697674419 (1),1
fire_time_from_fire_to_flowering,21 (1),1
reproductive_light_environment_index,5 (1),1
recruitment_time,ynnnnnnyyyyy (1); ynnnyyyyyyyy (1),1
recruitment_time,ynnnnnnnnnyy (2),1
recruitment_time,nyyyyyyyyynn (2),1
recruitment_time,nyyyyyynnnnn (1); yyyyyyyyyyyy (1),1
recruitment_time,nyyyyyynnnnn (1); yyyyyyynnnyy (1),1
recruitment_time,nnnnyyynnnnn (1); yyyyyyyyyyyy (1),1
recruitment_time,nnnnyyynnnnn (1); nyyyyyyyyynn (1),1
recruitment_time,nnnnnnnnnnnn (1); nnnnyyynnnnn (1),1
recruitment_time,nnnnnnnnnnnn (1); nnnnnnnyyynn (1),1
post_fire_recruitment,post_fire_recruitment (34),1
flowering_time,nnnnnnnyyyyy (V); ynnnnnnyyyyy (V),1
flowering_time,nnnnnnnyyyyy (1); ynnnnnnyyyyy (1),1
flowering_time,nnnnnnnyyyyy (1); nnyyynnnnnnn (1); yyyyynnnnyyy (1),1
reproductive_maturity,0--1 (1); 2 (1),1
reproductive_maturity,0--1 (1); 1--5 (1),1
reproductive_maturity,0--1 (1); 1 (1); 2.66666666666667 (1),1
reproductive_maturity,0--1 (1); 0.961538461538462 (1); 1 (1),1
reproductive_light_environment_index,6 (1),1
fire_time_from_fire_to_flowering,21.8604651162791 (1); 48 (1),1
fire_time_from_fire_to_flowering,21.8604651162791 (1); 36.2790697674419 (1),1
fire_time_from_fire_to_flowering,21.8604651162791 (1); 24.1860465116279 (1),1
fire_time_from_fire_to_flowering,21.6279069767442 (1); 24 (1); 24.1860465116279 (1); 9.76744186046512 (1),1
fire_time_from_fire_to_flowering,21.3953488372093 (1); 36 (1); 36.2790697674419 (1),1
fire_time_from_fire_to_flowering,21.3953488372093 (1); 24 (1); 24.1860465116279 (1); 36 (1); 36.2790697674419 (1),1
fire_time_from_fire_to_flowering,21.3953488372093 (1),1
fire_time_from_fire_to_flowering,21.1627906976744 (1); 36.2790697674419 (1),1
reproductive_maturity,0.461538461538462 (1),1
reproductive_maturity,0.365384615384615 (1),1
reproductive_maturity,0.173076923076923 (1); 1 (1),1
reproductive_maturity,0--1 (V); 1 (V),1
reproductive_maturity,0--1 (5),1
flowering_time,yyynnnnnnnny (1); yyynynnnnnny (1),1
flowering_time,yyynnnnnnnny (1); yyynnnnnnnyy (1); yyyyynnnnnny (1),1
flowering_time,yyynnnnnnnny (1); yyynnnnnnnyy (1); yyynnnyyynyy (1),1
flowering_time,yyynnnnnnnnn (1); yyyyyynnnnny (1),1
flowering_time,yynyynnnnnyy (V),1
flowering_time,yynnyyyyyyyy (V),1
flowering_time,yynnnyyyyyyy (V),1
flowering_time,nnnnnnyyynnn (1); nnnnnyynnnnn (1); nnnnnyyynnnn (1); nnnnyyyynnnn (1),1
flowering_time,nnnnnnyynnnn (1); ynnnnnnnyyyy (1); yyyynnnnnnnn (1); yyyyyynnnnnn (1); yyyyyyyyyyyy (1),1
flowering_time,nnnnnnyynnnn (1); nnnynnnnnnnn (1); nnyyynnnnnnn (1); nynnnnnnnnnn (1),1
flowering_time,nnnnnnyynnnn (1); nnnnnnyyyynn (1); nnnnnnyyyyyn (1),1
reproductive_maturity,1 (1); 2 (1),1
reproductive_maturity,1 (1); 10 (1),1
reproductive_maturity,1 (1); 1.17307692307692 (1),1
reproductive_maturity,1 (1); 1--5 (1); 5 (1); 5--10 (1),1
reproductive_maturity,1 (1); 1--5 (1); 3 (1),1
reproductive_maturity,1 (1); 1--5 (1); 1.58333333333333 (1); 4 (1),1
reproductive_maturity,0.884615384615385 (1); 1 (1); 1--5 (1),1
reproductive_maturity,0.833333333333333 (1),1
reproductive_maturity,0.826923076923077 (1); 1 (1),1
reproductive_maturity,0.557692307692308 (1),1
reproductive_maturity,0.519230769230769 (1); 1 (1),1
reproductive_maturity,0.5 (1); 1 (1); 1--5 (1),1
reproductive_maturity,0.5 (1); 1 (1),1
reproductive_maturity,0.5 (1); 0.826923076923077 (1); 1 (1),1
reproductive_maturity,0.5 (1),1
reproductive_maturity,0.480769230769231 (1); 0.730769230769231 (1); 1 (1),1
fire_time_from_fire_to_flowering,20.6976744186047 (1); 24 (1),1
fire_time_from_fire_to_flowering,20.6976744186047 (1),1
fire_time_from_fire_to_flowering,20.4651162790698 (1); 48 (1),1
fire_time_from_fire_to_flowering,20.4651162790698 (1); 24.1860465116279 (1); 36.2790697674419 (1),1
fire_time_from_fire_to_flowering,20.4651162790698 (1); 24.1860465116279 (1); 36 (1); 36.2790697674419 (1); 4.8 (1),1
fire_time_from_fire_to_flowering,20.4651162790698 (1); 24 (1); 36 (1); 8.37209302325581 (1),1
fire_time_from_fire_to_flowering,20.4651162790698 (1),1
fire_time_from_fire_to_flowering,20.2325581395349 (1); 36.2790697674419 (1); 48.3720930232558 (1),1
fire_time_from_fire_to_flowering,20.2325581395349 (1); 24.1860465116279 (1); 36.2790697674419 (1),1
reproductive_maturity,1--5 (1); 2.5 (1),1
reproductive_maturity,1--5 (1); 2--3 (1),1
reproductive_maturity,1--5 (1); 2 (1); 5 (1),1
reproductive_maturity,1--5 (1); 12 (1); 2 (1),1
reproductive_maturity,1--5 (1); 10 (1); 4 (1),1
reproductive_maturity,1 (1); 6 (1),1
reproductive_maturity,1 (1); 4 (1); 5--20 (1),1
reproductive_maturity,1--5 (1); 5 (1); 6 (1); 8 (1),1
reproductive_maturity,1--5 (1); 5 (1); 6 (1),1
reproductive_maturity,1--5 (1); 5 (1),1
